,Unnamed: 0,word,first_two_letters,last_two_letters,words_with_same_start,words_with_same_ending,can_connect_with,is_used
59737,59737,kozniku,ko,ku,3554,46,1254,False
59742,59742,kozol,ko,ol,3554,178,194,False
59743,59743,kozole,ko,le,3554,246,862,False
59746,59746,kozomara,ko,ra,3554,1040,2786,False
59747,59747,kozomora,ko,ra,3554,1040,2786,False
59749,59749,kozorog,ko,og,3554,212,177,False
59754,59754,kozul,ko,ul,3554,109,285,False
61630,61630,ktome,kt,me,4,67,1652,False
61694,61694,kubus,ku,us,1254,440,596,False
62205,62205,kumce,ku,ce,1254,619,1235,False
62361,62361,kupaliste,ku,te,1254,321,978,False
62534,62534,kurikulum,ku,um,1254,144,201,False
62572,62572,kurnoga,ku,ga,1254,374,864,False
62608,62608,kurtisi,ku,si,1254,205,1427,False
62758,62758,kutasi,ku,si,1254,205,1427,False
63238,63238,ladi,la,di,950,238,1097,False
63372,63372,lajos,la,os,950,354,754,False
63601,63601,lancos,la,os,950,354,754,False
63736,63736,laris,la,is,950,510,1046,False
63748,63748,larva,la,va,950,486,951,False
63826,63826,latal,la,al,950,378,742,False
63914,63914,laurence,la,ce,950,619,1235,False
64070,64070,leandra,le,ra,862,1040,2786,False
64082,64082,lebdeci,le,ci,862,725,876,False
64099,64099,lebl,le,bl,862,39,507,False
64108,64108,lecei,le,ei,862,30,38,False
64115,64115,leci,le,ci,862,725,876,False
64119,64119,lecijo,le,jo,862,154,339,False
64144,64144,ledenko,le,ko,862,2939,3554,False
64162,64162,ledisa,le,sa,862,590,2399,False
64163,64163,lediste,le,te,862,321,978,False
64224,64224,legioneloza,le,za,862,622,2533,False
64227,64227,legirajuci,le,ci,862,725,876,False
64235,64235,legisa,le,sa,862,590,2399,False
64254,64254,legitimisticko,le,ko,862,2939,3554,False
64269,64269,legradi,le,di,862,238,1097,False
64272,64272,legros,le,os,862,354,754,False
64277,64277,legura,le,ra,862,1040,2786,False
64284,64284,leheci,le,ci,862,725,876,False
64293,64293,leho,le,ho,862,36,636,False
64294,64294,lehoci,le,ci,862,725,876,False
64303,64303,leib,le,ib,862,45,65,False
64335,64335,lejdi,le,di,862,238,1097,False
64357,64357,leko,le,ko,862,2939,3554,False
64382,64382,leksikolosko,le,ko,862,2939,3554,False
64459,64459,lemur,le,ur,862,170,412,False
64467,64467,lenardo,le,do,862,212,1618,False
64471,64471,lenassi,le,si,862,205,1427,False
64474,64474,lence,le,ce,862,619,1235,False
64480,64480,lencur,le,ur,862,170,412,False
64484,64484,lendi,le,di,862,238,1097,False
64486,64486,lendis,le,is,862,510,1046,False
64488,64488,lendjel,le,el,862,498,640,False
64492,64492,lendo,le,do,862,212,1618,False
64497,64497,lenel,le,el,862,498,640,False
64501,64501,lenga,le,ga,862,374,864,False
64503,64503,lengel,le,el,862,498,640,False
64525,64525,lenjo,le,jo,862,154,339,False
64541,64541,lenuci,le,ci,862,725,876,False
64555,64555,leonardelli,le,li,862,480,893,False
64558,64558,leonardo,le,do,862,212,1618,False
64560,64560,leonel,le,el,862,498,640,False
64576,64576,leonora,le,ra,862,1040,2786,False
64577,64577,leonrdo,le,do,862,212,1618,False
64594,64594,lepa,le,pa,862,143,2218,False
64602,64602,lepedus,le,us,862,440,596,False
64624,64624,lepoglava,le,va,862,486,951,False
64630,64630,leporis,le,is,862,510,1046,False
64632,64632,leposa,le,sa,862,590,2399,False
64633,64633,leposava,le,va,862,486,951,False
64645,64645,lepsa,le,sa,862,590,2399,False
64663,64663,lepur,le,ur,862,170,412,False
64669,64669,lerga,le,ga,862,374,864,False
64670,64670,leri,le,ri,862,360,505,False
64672,64672,leride,le,de,862,90,1773,False
64692,64692,lesce,le,ce,862,619,1235,False
64701,64701,lesi,le,si,862,205,1427,False
64723,64723,lesko,le,ko,862,2939,3554,False
64734,64734,leskur,le,ur,862,170,412,False
64765,64765,leteci,le,ci,862,725,876,False
64768,64768,letfus,le,us,862,440,596,False
64788,64788,letjeliste,le,te,862,321,978,False
64804,64804,letva,le,va,862,486,951,False
64818,64818,leukocitoza,le,za,862,622,2533,False
64849,64849,levantsko,le,ko,862,2939,3554,False
64884,64884,levos,le,os,862,354,754,False
64909,64909,leze,le,ze,862,57,616,False
64923,64923,leziste,le,te,862,321,978,False
64925,64925,li,li,li,893,480,893,False
64931,64931,libana,li,na,893,2449,2404,False
64935,64935,libanore,li,re,893,110,1863,False
64941,64941,libera,li,ra,893,1040,2786,False
64942,64942,liberal,li,al,893,378,742,False
64945,64945,liberalisticko,li,ko,893,2939,3554,False
64961,64961,liberijsko,li,ko,893,2939,3554,False
64964,64964,libero,li,ro,893,270,898,False
64975,64975,libido,li,do,893,212,1618,False
64981,64981,libis,li,is,893,510,1046,False
64984,64984,libl,li,bl,893,39,507,False
64985,64985,libman,li,an,893,7319,1279,False
64993,64993,libra,li,ra,893,1040,2786,False
65000,65000,librim,li,im,893,186,289,False
65009,65009,libusa,li,sa,893,590,2399,False
65010,65010,libuse,li,se,893,101,1811,False
65017,65017,licardo,li,do,893,212,1618,False
65018,65018,lice,li,ce,893,619,1235,False
65044,65044,lichtenthal,li,al,893,378,742,False
65045,65045,lichwa,li,wa,893,11,67,False
65051,65051,licilacko,li,ko,893,2939,3554,False
65069,65069,licitarsko,li,ko,893,2939,3554,False
65080,65080,licul,li,ul,893,109,285,False
65082,65082,lide,li,de,893,90,1773,False
65089,65089,lidi,li,di,893,238,1097,False
65093,65093,lidijo,li,jo,893,154,339,False
65099,65099,lido,li,do,893,212,1618,False
65106,65106,lieberth,li,th,893,62,31,False
65108,65108,liebl,li,bl,893,39,507,False
65109,65109,lieli,li,li,893,480,893,False
65111,65111,lifestyle,li,le,893,246,862,False
65116,65116,liga,li,ga,893,374,864,False
65124,65124,ligatura,li,ra,893,1040,2786,False
65126,65126,ligaza,li,za,893,622,2533,False
65129,65129,ligenza,li,za,893,622,2533,False
65146,65146,liguori,li,ri,893,360,505,False
65151,65151,liha,li,ha,893,133,1317,False
65157,65157,lihtental,li,al,893,378,742,False
65165,65165,lihvarsko,li,ko,893,2939,3554,False
65178,65178,lijecnicko,li,ko,893,2939,3554,False
65184,65184,lijeha,li,ha,893,133,1317,False
65192,65192,lijep,li,ep,893,57,184,False
65196,65196,lijepo,li,po,893,44,4664,False
65202,65202,lijeskin,li,in,893,11079,1119,False
65209,65209,lijevi,li,vi,893,53,1400,False
65224,65224,lik,li,ik,893,1637,76,False
65230,65230,like,li,ke,893,72,555,False
65237,65237,likokur,li,ur,893,170,412,False
65249,65249,likso,li,so,893,110,765,False
65255,65255,likvidacijsko,li,ko,893,2939,3554,False
65263,65263,likvidnosno,li,no,893,9119,674,False
65272,65272,liliane,li,ne,893,176,4240,False
65285,65285,liliputansko,li,ko,893,2939,3554,False
65287,65287,lilja,li,ja,893,4389,1068,False
65296,65296,lim,li,im,893,186,289,False
65298,65298,limacev,li,ev,893,3875,147,False
65310,65310,limarsko,li,ko,893,2939,3554,False
65325,65325,limfa,li,fa,893,80,661,False
65339,65339,limfom,li,om,893,129,168,False
65346,65346,limitirajuce,li,ce,893,619,1235,False
65347,65347,limitirajuci,li,ci,893,725,876,False
65366,65366,limunov,li,ov,893,9484,171,False
65373,65373,linalol,li,ol,893,178,194,False
65377,65377,linardo,li,do,893,212,1618,False
65410,65410,lingli,li,li,893,480,893,False
65415,65415,lingvisticko,li,ko,893,2939,3554,False
65424,65424,linijsko,li,ko,893,2939,3554,False
65430,65430,linke,li,ke,893,72,555,False
65434,65434,linoleum,li,um,893,144,201,False
65444,65444,linzbauer,li,er,893,2795,336,False
65446,65446,linzi,li,zi,893,162,476,False
65453,65453,lionello,li,lo,893,724,681,False
65457,65457,lipa,li,pa,893,143,2218,False
65463,65463,lipanjsko,li,ko,893,2939,3554,False
65467,65467,lipaza,li,za,893,622,2533,False
65483,65483,lipidno,li,no,893,9119,674,False
65487,65487,lipizer,li,er,893,2795,336,False
65503,65503,lipom,li,om,893,129,168,False
65504,65504,lipomira,li,ra,893,1040,2786,False
65509,65509,liposava,li,va,893,486,951,False
65511,65511,liposek,li,ek,893,1872,537,False
65531,65531,lippe,li,pe,893,29,1768,False
65538,65538,liptati,li,ti,893,9493,520,False
65539,65539,lipus,li,us,893,440,596,False
65541,65541,lira,li,ra,893,1040,2786,False
65550,65550,lirim,li,im,893,186,289,False
65554,65554,lirsko,li,ko,893,2939,3554,False
65555,65555,lisa,li,sa,893,590,2399,False
65569,65569,lisce,li,ce,893,619,1235,False
65574,65574,liscinski,li,ki,893,9213,515,False
65576,65576,lise,li,se,893,101,1811,False
65579,65579,liselotte,li,te,893,321,978,False
65588,65588,lisicarka,li,ka,893,2831,2606,False
65595,65595,lisicine,li,ne,893,176,4240,False
65604,65604,liska,li,ka,893,2831,2606,False
65610,65610,lisner,li,er,893,2795,336,False
65618,65618,lisnjo,li,jo,893,154,339,False
65624,65624,lisse,li,se,893,101,1811,False
65631,65631,listapad,li,ad,893,243,279,False
65636,65636,listerioza,li,za,893,622,2533,False
65648,65648,listoliko,li,ko,893,2939,3554,False
65649,65649,listonosa,li,sa,893,590,2399,False
65651,65651,listopad,li,ad,893,243,279,False
65655,65655,listopadsko,li,ko,893,2939,3554,False
65659,65659,listovno,li,no,893,9119,674,False
65660,65660,lisul,li,ul,893,109,285,False
65672,65672,litavsko,li,ko,893,2939,3554,False
65673,65673,litcanu,li,nu,893,13,199,False
65675,65675,litera,li,ra,893,1040,2786,False
65683,65683,literatura,li,ra,893,1040,2786,False
65695,65695,litograf,li,af,893,84,96,False
65700,65700,litografsko,li,ko,893,2939,3554,False
65702,65702,litoral,li,al,893,378,742,False
65708,65708,litosfera,li,ra,893,1040,2786,False
65711,65711,litosferski,li,ki,893,9213,515,False
65717,65717,litra,li,ra,893,1040,2786,False
65718,65718,litraza,li,za,893,622,2533,False
65731,65731,liturgijsko,li,ko,893,2939,3554,False
65733,65733,litva,li,va,893,486,951,False
65757,65757,livaza,li,za,893,622,2533,False
65759,65759,livera,li,ra,893,1040,2786,False
65770,65770,livijo,li,jo,893,154,339,False
65772,65772,livius,li,us,893,440,596,False
65779,65779,livra,li,ra,893,1040,2786,False
65784,65784,liz,li,iz,893,76,1157,False
65785,65785,liza,li,za,893,622,2533,False
65797,65797,lizde,li,de,893,90,1773,False
65810,65810,lizol,li,ol,893,178,194,False
65812,65812,lizosom,li,om,893,129,168,False
65816,65816,lizzardo,li,do,893,212,1618,False
65817,65817,lizzul,li,ul,893,109,285,False
65846,65846,ljeciliste,lj,te,448,321,978,False
65885,65885,ljenko,lj,ko,448,2939,3554,False
65886,65886,ljepa,lj,pa,448,143,2218,False
65895,65895,ljepko,lj,ko,448,2939,3554,False
65919,65919,ljerko,lj,ko,448,2939,3554,False
65952,65952,ljetopis,lj,is,448,510,1046,False
65992,65992,ljevoruko,lj,ko,448,2939,3554,False
66027,66027,ljoljo,lj,jo,448,154,339,False
66101,66101,ljubisava,lj,va,448,486,951,False
66104,66104,ljubisko,lj,ko,448,2939,3554,False
66160,66160,ljuce,lj,ce,448,619,1235,False
66224,66224,ljuse,lj,se,448,101,1811,False
66263,66263,ljutvi,lj,vi,448,53,1400,False
66265,66265,ljuzi,lj,zi,448,162,476,False
66272,66272,lnenicek,ln,ek,1,1872,537,False
66493,66493,lokum,lo,um,681,144,201,False
66724,66724,lorko,lo,ko,681,2939,3554,False
66764,66764,lotko,lo,ko,681,2939,3554,False
66957,66957,lt-ov,lt,ov,2,9484,171,False
66960,66960,luacko,lu,ko,586,2939,3554,False
66993,66993,lubura,lu,ra,586,1040,2786,False
67504,67504,lutze,lu,ze,586,57,616,False
67566,67566,maaros,ma,os,3261,354,754,False
67573,67573,mabel,ma,el,3261,498,640,False
67592,67592,macarol,ma,ol,3261,178,194,False
67597,67597,macchi,ma,hi,3261,67,896,False
67601,67601,maceha,ma,ha,3261,133,1317,False
67622,67622,macha,ma,ha,3261,133,1317,False
67627,67627,maci,ma,ci,3261,725,876,False
67636,67636,macinko,ma,ko,3261,2939,3554,False
67675,67675,macovazzi,ma,zi,3261,162,476,False
67709,67709,madesko,ma,ko,3261,2939,3554,False
67713,67713,madi,ma,di,3261,238,1097,False
67767,67767,madzarsko,ma,ko,3261,2939,3554,False
67769,67769,madzo,ma,zo,3261,83,227,False
67781,67781,maestral,ma,al,3261,378,742,False
67790,67790,maffeis,ma,is,3261,510,1046,False
67796,67796,mag,ma,ag,3261,74,173,False
67815,67815,magareci,ma,ci,3261,725,876,False
67832,67832,magdi,ma,di,3261,238,1097,False
67915,67915,magma,ma,ma,3261,336,3261,False
68009,68009,mahmoud,ma,ud,3261,74,207,False
68075,68075,maira,ma,ra,3261,1040,2786,False
68078,68078,maite,ma,te,3261,321,978,False
68088,68088,majbaum,ma,um,3261,144,201,False
68103,68103,majcug,ma,ug,3261,38,217,False
68135,68135,majerus,ma,us,3261,440,596,False
68155,68155,majkemi,ma,mi,3261,98,2154,False
68157,68157,majkl,ma,kl,3261,39,821,False
68173,68173,majmunoliko,ma,ko,3261,2939,3554,False
68202,68202,majprus,ma,us,3261,440,596,False
68256,68256,makale,ma,le,3261,246,862,False
68273,68273,makaus,ma,us,3261,440,596,False
68293,68293,makeup,ma,up,3261,67,275,False
68386,68386,maksi,ma,si,3261,205,1427,False
68600,68600,malis,ma,is,3261,510,1046,False
68606,68606,malisi,ma,si,3261,205,1427,False
68721,68721,maloseg,ma,eg,3261,78,188,False
68789,68789,mamce,ma,ce,3261,619,1235,False
68810,68810,mamud,ma,ud,3261,74,207,False
68887,68887,mandi,ma,di,3261,238,1097,False
68918,68918,mandrapa,ma,pa,3261,143,2218,False
68955,68955,manevarsko,ma,ko,3261,2939,3554,False
69038,69038,manira,ma,ra,3261,1040,2786,False
69116,69116,mantisa,ma,sa,3261,590,2399,False
69118,69118,mantra,ma,ra,3261,1040,2786,False
69143,69143,manus,ma,us,3261,440,596,False
69148,69148,manvilenko,ma,ko,3261,2939,3554,False
69158,69158,maoisticko,ma,ko,3261,2939,3554,False
69166,69166,mapa,ma,pa,3261,143,2218,False
69181,69181,maragos,ma,os,3261,354,754,False
69186,69186,maraljusa,ma,sa,3261,590,2399,False
69295,69295,mardal,ma,al,3261,378,742,False
69297,69297,mardjetko,ma,ko,3261,2939,3554,False
69316,69316,marenci,ma,ci,3261,725,876,False
69340,69340,marfi,ma,fi,3261,50,588,False
69395,69395,margot,ma,ot,3261,134,435,False
69405,69405,mariachi,ma,hi,3261,67,896,False
69468,69468,marijaroza,ma,za,3261,622,2533,False
69491,69491,marildo,ma,do,3261,212,1618,False
69515,69515,marinelli,ma,li,3261,480,893,False
69562,69562,maris,ma,is,3261,510,1046,False
69563,69563,marisa,ma,sa,3261,590,2399,False
69577,69577,mariza,ma,za,3261,622,2533,False
69615,69615,markalaus,ma,us,3261,440,596,False
69661,69661,markisa,ma,sa,3261,590,2399,False
69670,69670,marko,ma,ko,3261,2939,3554,False
69735,69735,marlais,ma,is,3261,510,1046,False
69781,69781,maroh,ma,oh,3261,25,30,False
69794,69794,maroko,ma,ko,3261,2939,3554,False
69818,69818,marous,ma,us,3261,440,596,False
69840,69840,marsel,ma,el,3261,498,640,False
69848,69848,marsilli,ma,li,3261,480,893,False
69882,69882,martinaga,ma,ga,3261,374,864,False
69926,69926,martinus,ma,us,3261,440,596,False
70067,70067,maskara,ma,ra,3261,1040,2786,False
70099,70099,masle,ma,le,3261,246,862,False
70154,70154,masonsko,ma,ko,3261,2939,3554,False
70168,70168,massaccesi,ma,si,3261,205,1427,False
70177,70177,mastaba,ma,ba,3261,316,1853,False
70216,70216,mastrapa,ma,pa,3261,143,2218,False
70235,70235,mataga,ma,ga,3261,374,864,False
70271,70271,matasa,ma,sa,3261,590,2399,False
70335,70335,materijal,ma,al,3261,378,742,False
70397,70397,matics,ma,cs,3261,8,14,False
70567,70567,matuc,ma,uc,3261,75,119,False
70650,70650,maura,ma,ra,3261,1040,2786,False
70724,70724,maza,ma,za,3261,622,2533,False
70774,70774,mazlum,ma,um,3261,144,201,False
70793,70793,mazul,ma,ul,3261,109,285,False
70937,70937,mediha,me,ha,1652,133,1317,False
70964,70964,mediokritetsko,me,ko,1652,2939,3554,False
71296,71296,mekhaneg,me,eg,1652,78,188,False
71478,71478,melva,me,va,1652,486,951,False
71791,71791,merlle,me,le,1652,246,862,False
71944,71944,messaris,me,is,1652,510,1046,False
72042,72042,metateza,me,za,1652,622,2533,False
72128,72128,metodicko,me,ko,1652,2939,3554,False
72223,72223,meufakultetsko,me,ko,1652,2939,3554,False
72435,72435,mezoderma,me,ma,1652,336,3261,False
72497,72497,micelli,mi,li,2154,480,893,False
72603,72603,migrirajuci,mi,ci,2154,725,876,False
72609,72609,mihad,mi,ad,2154,243,279,False
72746,72746,miho,mi,ho,2154,36,636,False
72747,72747,mihoc,mi,oc,2154,81,144,False
72750,72750,mihoci,mi,ci,2154,725,876,False
72795,72795,mihrab,mi,ab,2154,31,216,False
72799,72799,mihriba,mi,ba,2154,316,1853,False
72848,72848,mijau,mi,au,2154,14,399,False
73124,73124,mikrolegirajuci,mi,ci,2154,725,876,False
73138,73138,mikronezijsko,mi,ko,2154,2939,3554,False
73174,73174,mikrostruktura,mi,ra,2154,1040,2786,False
73182,73182,mikrotrag,mi,ag,2154,74,173,False
73213,73213,mikuc,mi,uc,2154,75,119,False
73250,73250,mikusa,mi,sa,2154,590,2399,False
73315,73315,milava,mi,va,2154,486,951,False
73341,73341,mileis,mi,is,2154,510,1046,False
73377,73377,milesa,mi,sa,2154,590,2399,False
73381,73381,milessa,mi,sa,2154,590,2399,False
73620,73620,milodarko,mi,ko,2154,2939,3554,False
73790,73790,mimo,mi,mo,2154,76,1061,False
73819,73819,mindum,mi,um,2154,144,201,False
73835,73835,mineralosko,mi,ko,2154,2939,3554,False
73950,73950,minodora,mi,ra,2154,1040,2786,False
73974,73974,minubus,mi,us,2154,440,596,False
73996,73996,mioara,mi,ra,2154,1040,2786,False
74056,74056,mirabel,mi,el,2154,498,640,False
74134,74134,miris,mi,is,2154,510,1046,False
74493,74493,mitasim,mi,im,2154,186,289,False
74537,74537,mitolosko,mi,ko,2154,2939,3554,False
74594,74594,miza,mi,za,2154,622,2533,False
74613,74613,miziad,mi,ad,2154,243,279,False
74892,74892,mlinsko,ml,ko,206,2939,3554,False
75012,75012,mobilizacijsko,mo,ko,1061,2939,3554,False
75030,75030,mocibob,mo,ob,1061,28,684,False
75067,75067,model,mo,el,1061,498,640,False
75074,75074,modelarsko,mo,ko,1061,2939,3554,False
75125,75125,modjoros,mo,os,1061,354,754,False
75176,75176,modus,mo,us,1061,440,596,False
75185,75185,mogoros,mo,os,1061,354,754,False
75214,75214,mohd,mo,hd,1061,2,5,False
75247,75247,mojisko,mo,ko,1061,2939,3554,False
75251,75251,mojra,mo,ra,1061,1040,2786,False
75303,75303,molba,mo,ba,1061,316,1853,False
75410,75410,monarhisticko,mo,ko,1061,2939,3554,False
75531,75531,monopolisticko,mo,ko,1061,2939,3554,False
75613,75613,montmontaza,mo,za,1061,622,2533,False
75614,75614,montreal,mo,al,1061,378,742,False
75694,75694,morel,mo,el,1061,498,640,False
75790,75790,morpurgo,mo,go,1061,138,809,False
75897,75897,motal,mo,al,1061,378,742,False
76018,76018,movre,mo,re,1061,110,1863,False
76033,76033,mozara,mo,ra,1061,1040,2786,False
76985,76985,murseli,mu,li,941,480,893,False
77338,77338,mysickova,my,va,3,486,951,False
77366,77366,nabavljacko,na,ko,2404,2939,3554,False
77556,77556,nadbiskup,na,up,2404,67,275,False
77727,77727,nadoh,na,oh,2404,25,30,False
77807,77807,nadrealisticko,na,ko,2404,2939,3554,False
77942,77942,nafi,na,fi,2404,50,588,False
78000,78000,naglavacke,na,ke,2404,72,555,False
78092,78092,nagy,na,gy,2404,6,11,False
78191,78191,najednom,na,om,2404,129,168,False
78252,78252,nakaza,na,za,2404,622,2533,False
78258,78258,nakib,na,ib,2404,45,65,False
78482,78482,namjesnicko,na,ko,2404,2939,3554,False
78537,78537,nanbudo,na,do,2404,212,1618,False
78558,78558,nanjara,na,ra,2404,1040,2786,False
78743,78743,napose,na,se,2404,101,1811,False
78765,78765,naprednjacko,na,ko,2404,2939,3554,False
78831,78831,napuljsko,na,ko,2404,2939,3554,False
78900,78900,nardi,na,di,2404,238,1097,False
78946,78946,narko-trziste,na,te,2404,321,978,False
79051,79051,naseljenicko,na,ko,2404,2939,3554,False
79082,79082,nasim,na,im,2404,186,289,False
79200,79200,nastamba,na,ba,2404,316,1853,False
79326,79326,natanael,na,el,2404,498,640,False
79347,79347,natesa,na,sa,2404,590,2399,False
79460,79460,natuci,na,ci,2404,725,876,False
79687,79687,nazemi,na,mi,2404,98,2154,False
79698,79698,nazim,na,im,2404,186,289,False
79700,79700,nazira,na,ra,2404,1040,2786,False
79838,79838,nebi,ne,bi,4240,45,911,False
80023,80023,nediljko,ne,ko,4240,2939,3554,False
80036,80036,nedis,ne,is,4240,510,1046,False
80200,80200,nedrag,ne,ag,4240,74,173,False
80297,80297,nef,ne,ef,4240,33,48,False
80375,80375,neglize,ne,ze,4240,57,616,False
80381,80381,negosava,ne,va,4240,486,951,False
80446,80446,nehvatal,ne,al,4240,378,742,False
80447,80447,nehyba,ne,ba,4240,316,1853,False
80448,80448,neib,ne,ib,4240,45,65,False
80490,80490,neinvertirajuce,ne,ce,4240,619,1235,False
80494,80494,neionizirajuci,ne,ci,4240,725,876,False
80714,80714,nekako,ne,ko,4240,2939,3554,False
80910,80910,neldi,ne,di,4240,238,1097,False
80989,80989,nemali,ne,li,4240,480,893,False
81065,81065,nemira,ne,ra,4240,1040,2786,False
81084,81084,nemoguce,ne,ce,4240,619,1235,False
81244,81244,nensa,ne,sa,4240,590,2399,False
81246,81246,nensy,ne,sy,4240,14,23,False
81356,81356,neodgovarajuce,ne,ce,4240,619,1235,False
81357,81357,neodgovarajuci,ne,ci,4240,725,876,False
81467,81467,neoliberal,ne,al,4240,378,742,False
81727,81727,nepce,ne,ce,4240,619,1235,False
81952,81952,nepostojeci,ne,ci,4240,725,876,False
82395,82395,nera,ne,ra,4240,1040,2786,False
82413,82413,neral,ne,al,4240,378,742,False
82542,82542,nerazum,ne,um,4240,144,201,False
82615,82615,neretva,ne,va,4240,486,951,False
82643,82643,neris,ne,is,4240,510,1046,False
82659,82659,nermi,ne,mi,4240,98,2154,False
82666,82666,nero,ne,ro,4240,270,898,False
82698,82698,nesa,ne,sa,4240,590,2399,False
83006,83006,nestasko,ne,ko,4240,2939,3554,False
83304,83304,neumijece,ne,ce,4240,619,1235,False
83321,83321,neumrli,ne,li,4240,480,893,False
83554,83554,neutronsko,ne,ko,4240,2939,3554,False
83644,83644,nevi,ne,vi,4240,53,1400,False
83666,83666,nevisa,ne,sa,4240,590,2399,False
83673,83673,nevitesko,ne,ko,4240,2939,3554,False
83719,83719,nevoljko,ne,ko,4240,2939,3554,False
83780,83780,nezadovoljavajuce,ne,ce,4240,619,1235,False
83995,83995,ngl,ng,gl,3,65,605,False
83996,83996,ngl-ov,ng,ov,3,9484,171,False
84010,84010,niccoli,ni,li,490,480,893,False
84032,84032,nico,ni,co,490,128,385,False
84036,84036,nicole,ni,le,490,246,862,False
84052,84052,nidhad,ni,ad,490,243,279,False
84068,84068,nigera,ni,ra,490,1040,2786,False
84071,84071,nigerijsko,ni,ko,490,2939,3554,False
84104,84104,nijem,ni,em,490,119,264,False
84110,84110,nikab,ni,ab,490,31,216,False
84122,84122,nikamo,ni,mo,490,76,1061,False
84140,84140,nikisa,ni,sa,490,590,2399,False
84152,84152,nikodem,ni,em,490,119,264,False
84164,84164,nikolae,ni,ae,490,11,29,False
84168,84168,nikolanci,ni,ci,490,725,876,False
84176,84176,nikolce,ni,ce,490,619,1235,False
84254,84254,nilko,ni,ko,490,2939,3554,False
84261,84261,nilsko,ni,ko,490,2939,3554,False
84262,84262,nilva,ni,va,490,486,951,False
84316,84316,nisa,ni,sa,490,590,2399,False
84339,84339,nisko,ni,ko,490,2939,3554,False
84465,84465,nizbrdo,ni,do,490,212,1618,False
84478,84478,nizinsko,ni,ko,490,2939,3554,False
84519,84519,njegujuce,nj,ce,99,619,1235,False
84592,84592,nobel,no,el,674,498,640,False
84598,84598,noc,no,oc,674,81,144,False
84601,84601,nocas,no,as,674,662,267,False
84605,84605,nocera,no,ra,674,1040,2786,False
84607,84607,noci,no,ci,674,725,876,False
84612,84612,nociste,no,te,674,321,978,False
84618,84618,nocu,no,cu,674,14,474,False
84619,84619,nodari,no,ri,674,360,505,False
84626,84626,noel,no,el,674,498,640,False
84628,84628,noema,no,ma,674,336,3261,False
84629,84629,noemi,no,mi,674,98,2154,False
84633,84633,noga,no,ga,674,374,864,False
84649,84649,nogostup,no,up,674,67,275,False
84652,84652,noha,no,ha,674,133,1317,False
84659,84659,nojev,no,ev,674,3875,147,False
84666,84666,nok,no,ok,674,202,371,False
84671,84671,nokaut-faza,no,za,674,622,2533,False
84677,84677,noke,no,ke,674,72,555,False
84684,84684,nol,no,ol,674,178,194,False
84689,84689,nomad,no,ad,674,243,279,False
84695,84695,nomenklatura,no,ra,674,1040,2786,False
84709,84709,nominiran,no,an,674,7319,1279,False
84713,84713,nominovanje,no,je,674,5612,886,False
84717,84717,non-stop,no,op,674,86,682,False
84721,84721,nongradi,no,di,674,238,1097,False
84727,84727,nonilfenonov,no,ov,674,9484,171,False
84730,84730,nonkonformisticko,no,ko,674,2939,3554,False
84741,84741,nora,no,ra,674,1040,2786,False
84752,84752,nori,no,ri,674,360,505,False
84759,84759,norio,no,io,674,268,25,False
84760,84760,noris,no,is,674,510,1046,False
84763,84763,norma,no,ma,674,336,3261,False
84764,84764,normabel,no,el,674,498,640,False
84775,84775,normalnost,no,st,674,3954,2762,False
84780,84780,normandsko,no,ko,674,2939,3554,False
84787,84787,normila,no,la,674,1042,950,False
84795,84795,noro,no,ro,674,270,898,False
84796,84796,norovirus,no,us,674,440,596,False
84805,84805,nos,no,os,674,354,754,False
84813,84813,nosece,no,ce,674,619,1235,False
84814,84814,noseci,no,ci,674,725,876,False
84847,84847,nosse,no,se,674,101,1811,False
84848,84848,nosso,no,so,674,110,765,False
84856,84856,nostrificiranje,no,je,674,5612,886,False
84865,84865,notebook,no,ok,674,202,371,False
84873,84873,nothig,no,ig,674,78,120,False
84891,84891,nova,no,va,674,486,951,False
84894,84894,novacco,no,co,674,128,385,False
84905,84905,novakov,no,ov,674,9484,171,False
84914,84914,novar,no,ar,674,1917,624,False
84915,84915,novara,no,ra,674,1040,2786,False
84921,84921,novatorsko,no,ko,674,2939,3554,False
84932,84932,novcarski,no,ki,674,9213,515,False
84941,84941,novelist,no,st,674,3954,2762,False
84943,84943,novelisticko,no,ko,674,2939,3554,False
84963,84963,novicin,no,in,674,11079,1119,False
84966,84966,novigrad,no,ad,674,243,279,False
84991,84991,novko,no,ko,674,2939,3554,False
85014,85014,novoevidentiran,no,an,674,7319,1279,False
85030,85030,novogrcko,no,ko,674,2939,3554,False
85068,85068,novonastajuce,no,ce,674,619,1235,False
85069,85069,novonastajuci,no,ci,674,725,876,False
85070,85070,novonastali,no,li,674,480,893,False
85071,85071,novonastalo,no,lo,674,724,681,False
85076,85076,novonikli,no,li,674,480,893,False
85080,85080,novoobnovljen,no,en,674,1959,349,False
85085,85085,novoodobreno,no,no,674,9119,674,False
85089,85089,novooptuzeno,no,no,674,9119,674,False
85092,85092,novoosnovan,no,an,674,7319,1279,False
85106,85106,novopecen,no,en,674,1959,349,False
85114,85114,novopridosli,no,li,674,480,893,False
85138,85138,novoroen,no,en,674,1959,349,False
85140,85140,novoroence,no,ce,674,619,1235,False
85144,85144,novosad,no,ad,674,243,279,False
85149,85149,novosel,no,el,674,498,640,False
