,Unnamed: 0,word,first_two_letters,last_two_letters,words_with_same_start,words_with_same_ending,can_connect_with,is_used
13,13,abakus,ab,us,216,440,596,False
21,21,abazi,ab,zi,216,162,476,False
52,52,abdilbari,ab,ri,216,360,505,False
61,61,abdilkadri,ab,ri,216,360,505,False
84,84,abdulaziz,ab,iz,216,76,1157,False
85,85,abdulbari,ab,ri,216,360,505,False
157,157,abiogeneza,ab,za,216,622,2533,False
235,235,accad,ac,ad,69,243,279,False
236,236,accorsi,ac,si,69,205,1427,False
237,237,acel,ac,el,69,498,640,False
259,259,achour,ac,ur,69,170,412,False
268,268,acidoza,ac,za,69,622,2533,False
274,274,acim,ac,im,69,186,289,False
280,280,acimovicin,ac,in,69,11079,1119,False
289,289,acko,ac,ko,69,2939,3554,False
291,291,aco,ac,co,69,128,385,False
293,293,acs,ac,cs,69,8,14,False
300,300,adalgisa,ad,sa,279,590,2399,False
302,302,adalmina,ad,na,279,2449,2404,False
311,311,adamenko,ad,ko,279,2939,3554,False
312,312,adami,ad,mi,279,98,2154,False
316,316,adamko,ad,ko,279,2939,3554,False
327,327,adaptacijski,ad,ki,279,9213,515,False
341,341,adel,ad,el,279,498,640,False
344,344,adelaide,ad,de,279,90,1773,False
347,347,adele,ad,le,279,246,862,False
348,348,adelgisa,ad,sa,279,590,2399,False
351,351,adelheid,ad,id,279,249,116,False
358,358,adelko,ad,ko,279,2939,3554,False
360,360,adelma,ad,ma,279,336,3261,False
362,362,adelmo,ad,mo,279,76,1061,False
364,364,adem,ad,em,279,119,264,False
365,365,adema,ad,ma,279,336,3261,False
368,368,ademi,ad,mi,279,98,2154,False
374,374,adenokarcinom,ad,om,279,129,168,False
376,376,adenom,ad,om,279,129,168,False
378,378,adenovirus,ad,us,279,440,596,False
391,391,adija,ad,ja,279,4389,1068,False
392,392,adijabatski,ad,ki,279,9213,515,False
398,398,adila,ad,la,279,1042,950,False
399,399,adili,ad,li,279,480,893,False
405,405,adima,ad,ma,279,336,3261,False
407,407,adinda,ad,da,279,931,757,False
410,410,adionora,ad,ra,279,1040,2786,False
411,411,adis,ad,is,279,510,1046,False
412,412,adisa,ad,sa,279,590,2399,False
413,413,adita,ad,ta,279,1120,961,False
420,420,adjektivno,ad,no,279,9119,674,False
425,425,adjul,ad,ul,279,109,285,False
428,428,adlaf,ad,af,279,84,96,False
433,433,adlesicin,ad,in,279,11079,1119,False
435,435,adlof,ad,of,279,33,59,False
445,445,administratoricin,ad,in,279,11079,1119,False
449,449,administrirati,ad,ti,279,9493,520,False
451,451,admira,ad,ra,279,1040,2786,False
452,452,admiral,ad,al,279,378,742,False
459,459,admiralsko,ad,ko,279,2939,3554,False
469,469,adol,ad,ol,279,178,194,False
475,475,adolescentno,ad,no,279,9119,674,False
480,480,adolina,ad,na,279,2449,2404,False
482,482,adonis,ad,is,279,510,1046,False
485,485,adoptirati,ad,ti,279,9493,520,False
489,489,adoriana,ad,na,279,2449,2404,False
500,500,adresa,ad,sa,279,590,2399,False
511,511,adresno,ad,no,279,9119,674,False
512,512,adria,ad,ia,279,260,7,False
515,515,adriane,ad,ne,279,176,4240,False
518,518,adrienne,ad,ne,279,176,4240,False
521,521,adrijana,ad,na,279,2449,2404,False
530,530,adum,ad,um,279,144,201,False
534,534,adva,ad,va,279,486,951,False
539,539,adventisticko,ad,ko,279,2939,3554,False
550,550,advin,ad,in,279,11079,1119,False
554,554,advokatura,ad,ra,279,1040,2786,False
556,556,adzaga,ad,ga,279,374,864,False
562,562,adzem,ad,em,279,119,264,False
564,564,adzibaba,ad,ba,279,316,1853,False
572,572,adzul,ad,ul,279,109,285,False
584,584,aerodrom,ae,om,29,129,168,False
589,589,aeroklub,ae,ub,29,52,112,False
596,596,aerosol,ae,ol,29,178,194,False
605,605,afekcijin,af,in,96,11079,1119,False
607,607,afektacija,af,ja,96,4389,1068,False
608,608,afektacijin,af,in,96,11079,1119,False
612,612,afektirati,af,ti,96,9493,520,False
613,613,afektivan,af,an,96,7319,1279,False
614,614,afektivno,af,no,96,9119,674,False
616,616,afel,af,el,96,498,640,False
620,620,afer,af,er,96,2795,336,False
621,621,afera,af,ra,96,1040,2786,False
623,623,aferda,af,da,96,931,757,False
625,625,aferdite,af,te,96,321,978,False
626,626,aferentan,af,an,96,7319,1279,False
628,628,aferi,af,ri,96,360,505,False
633,633,affuso,af,so,96,110,765,False
639,639,afijete,af,te,96,321,978,False
641,641,afiksov,af,ov,96,9484,171,False
648,648,afirmativan,af,an,96,7319,1279,False
650,650,afirmirajuce,af,ce,96,619,1235,False
651,651,afirmirajuci,af,ci,96,725,876,False
654,654,afitavanje,af,je,96,5612,886,False
655,655,afize,af,ze,96,57,616,False
663,663,aforisticko,af,ko,96,2939,3554,False
665,665,aforizam,af,am,96,675,302,False
678,678,afrikanist,af,st,96,3954,2762,False
679,679,afrikanistov,af,ov,96,9484,171,False
682,682,afrim,af,im,96,186,289,False
684,684,afro,af,ro,96,270,898,False
689,689,afroazijsko,af,ko,96,2939,3554,False
690,690,afrodita,af,ta,96,1120,961,False
695,695,afrodizijsko,af,ko,96,2939,3554,False
708,708,agarinis,ag,is,173,510,1046,False
714,714,agbaba,ag,ba,173,316,1853,False
731,731,agentura,ag,ra,173,1040,2786,False
736,736,agh,ag,gh,173,13,14,False
743,743,agim,ag,im,173,186,289,False
756,756,agladios,ag,os,173,354,754,False
781,781,agnoli,ag,li,173,480,893,False
788,788,agolli,ag,li,173,480,893,False
793,793,agora,ag,ra,173,1040,2786,False
797,797,agostelli,ag,li,173,480,893,False
833,833,agrikultura,ag,ra,173,1040,2786,False
860,860,agrum,ag,um,173,144,201,False
863,863,agush,ag,sh,173,28,132,False
882,882,ahel,ah,el,51,498,640,False
964,964,ajdezi,aj,zi,95,162,476,False
1008,1008,ajri,aj,ri,95,360,505,False
1038,1038,ajzerle,aj,le,95,246,862,False
1096,1096,akciza,ak,za,307,622,2533,False
1112,1112,akim,ak,im,307,186,289,False
1115,1115,akinyemi,ak,mi,307,98,2154,False
1119,1119,akl,ak,kl,307,39,821,False
1123,1123,aklilu,ak,lu,307,7,586,False
1136,1136,ako,ak,ko,307,2939,3554,False
1182,1182,akrep,ak,ep,307,57,184,False
1199,1199,akronim,ak,im,307,186,289,False
1218,1218,aksiom,ak,om,307,129,168,False
1239,1239,aktiva,ak,va,307,486,951,False
1253,1253,aktivisticko,ak,ko,307,2939,3554,False
1294,1294,akupresura,ak,ra,307,1040,2786,False
1346,1346,al,al,al,742,378,742,False
1348,1348,alabama,al,ma,742,336,3261,False
1365,1365,aladzuz,al,uz,742,56,363,False
1378,1378,alajcaus,al,us,742,440,596,False
1392,1392,alaniz,al,iz,742,76,1157,False
1404,1404,alarmirajuci,al,ci,742,725,876,False
1409,1409,alasa,al,sa,742,590,2399,False
1432,1432,alba,al,ba,742,316,1853,False
1433,1433,albahari,al,ri,742,360,505,False
1442,1442,albanofoba,al,ba,742,316,1853,False
1445,1445,albatros,al,os,742,354,754,False
1472,1472,albisa,al,sa,742,590,2399,False
1475,1475,albot,al,ot,742,134,435,False
1476,1476,albouz,al,uz,742,56,363,False
1481,1481,album,al,um,742,144,201,False
1486,1486,albus,al,us,742,440,596,False
1491,1491,alcide,al,de,742,90,1773,False
1492,1492,alde,al,de,742,90,1773,False
1503,1503,aldis,al,is,742,510,1046,False
1504,1504,aldo,al,do,742,212,1618,False
1509,1509,aldulaimi,al,mi,742,98,2154,False
1511,1511,ale,al,le,742,246,862,False
1523,1523,alegra,al,ra,742,1040,2786,False
1524,1524,alegro,al,ro,742,270,898,False
1535,1535,aleksandra,al,ra,742,1040,2786,False
1542,1542,aleksandrova,al,va,742,486,951,False
1558,1558,aleksijo,al,jo,742,154,339,False
1560,1560,aleksis,al,is,742,510,1046,False
1561,1561,alekso,al,so,742,110,765,False
1565,1565,alekstandra,al,ra,742,1040,2786,False
1567,1567,alem,al,em,742,119,264,False
1571,1571,alemko,al,ko,742,2939,3554,False
1603,1603,alergolosko,al,ko,742,2939,3554,False
1606,1606,alesa,al,sa,742,590,2399,False
1608,1608,alesandra,al,ra,742,1040,2786,False
1609,1609,alesandro,al,ro,742,270,898,False
1611,1611,alesi,al,si,742,205,1427,False
1617,1617,alessandra,al,ra,742,1040,2786,False
1623,1623,aleus,al,us,742,440,596,False
1627,1627,alex,al,ex,742,9,12,False
1632,1632,alexandre,al,re,742,110,1863,False
1633,1633,alexei,al,ei,742,30,38,False
1635,1635,alfa,al,fa,742,80,661,False
1639,1639,alfedi,al,di,742,238,1097,False
1640,1640,alfeldi,al,di,742,238,1097,False
1642,1642,alferdo,al,do,742,212,1618,False
1652,1652,alfoldi,al,di,742,238,1097,False
1654,1654,alfonso,al,so,742,110,765,False
1657,1657,alfonzo,al,zo,742,83,227,False
1661,1661,alfride,al,de,742,90,1773,False
1662,1662,alga,al,ga,742,374,864,False
1665,1665,algebra,al,ra,742,1040,2786,False
1667,1667,algeri,al,ri,742,360,505,False
1673,1673,ali,al,li,742,480,893,False
1688,1688,alice,al,ce,742,619,1235,False
1700,1700,alide,al,de,742,90,1773,False
1701,1701,alidi,al,di,742,238,1097,False
1713,1713,aligi,al,gi,742,47,282,False
1730,1730,alijansa,al,sa,742,590,2399,False
1749,1749,alili,al,li,742,480,893,False
1751,1751,alim,al,im,742,186,289,False
1761,1761,alimi,al,mi,742,98,2154,False
1769,1769,alinafi,al,fi,742,50,588,False
1777,1777,alira,al,ra,742,1040,2786,False
1778,1778,alirami,al,mi,742,98,2154,False
1781,1781,alisa,al,sa,742,590,2399,False
1786,1786,alise,al,se,742,101,1811,False
1800,1800,alivebi,al,bi,742,45,911,False
1804,1804,aliza,al,za,742,622,2533,False
1819,1819,aljijekim,al,im,742,186,289,False
1828,1828,aljosa,al,sa,742,590,2399,False
1832,1832,aljus,al,us,742,440,596,False
1856,1856,alkemicko,al,ko,742,2939,3554,False
1861,1861,alkhamis,al,is,742,510,1046,False
1867,1867,alkohol,al,ol,742,178,194,False
1882,1882,alkohologa,al,ga,742,374,864,False
1893,1893,allaei,al,ei,742,30,38,False
1905,1905,alma,al,ma,742,336,3261,False
1911,1911,almasa,al,sa,742,590,2399,False
1912,1912,almasi,al,si,742,205,1427,False
1915,1915,almaza,al,za,742,622,2533,False
1935,1935,almo,al,mo,742,76,1061,False
1936,1936,almos,al,os,742,354,754,False
1956,1956,alojzijo,al,jo,742,154,339,False
1957,1957,alok,al,ok,742,202,371,False
1961,1961,alopurinol,al,ol,742,178,194,False
1973,1973,alpe,al,pe,742,29,1768,False
1974,1974,alpeza,al,za,742,622,2533,False
1981,1981,alpinisticko,al,ko,742,2939,3554,False
1988,1988,alrofei,al,ei,742,30,38,False
2038,2038,alturo,al,ro,742,270,898,False
2039,2039,altus,al,us,742,440,596,False
2042,2042,aluga,al,ga,742,374,864,False
2055,2055,alus,al,us,742,440,596,False
2065,2065,alva,al,va,742,486,951,False
2066,2066,alvadj,al,dj,742,11,299,False
2068,2068,alvaro,al,ro,742,270,898,False
2079,2079,alvira,al,ra,742,1040,2786,False
2080,2080,alvise,al,se,742,101,1811,False
2081,2081,alviz,al,iz,742,76,1157,False
2102,2102,amalijo,am,jo,302,154,339,False
2185,2185,ambrosi,am,si,302,205,1427,False
2237,2237,ameri,am,ri,302,360,505,False
2319,2319,ammane,am,ne,302,176,4240,False
2406,2406,anaerob,an,ob,1279,28,684,False
2451,2451,analiticko,an,ko,1279,2939,3554,False
2457,2457,analiza,an,za,1279,622,2533,False
2472,2472,analora,an,ra,1279,1040,2786,False
2496,2496,anarhisticko,an,ko,1279,2939,3554,False
2528,2528,anastrofa,an,fa,1279,80,661,False
2530,2530,anatema,an,ma,1279,336,3261,False
2535,2535,anatol,an,ol,1279,178,194,False
2536,2536,anatoli,an,li,1279,480,893,False
2542,2542,anatom,an,om,1279,129,168,False
2548,2548,anavi,an,vi,1279,53,1400,False
2579,2579,andelko,an,ko,1279,2939,3554,False
2580,2580,anderle,an,le,1279,246,862,False
2593,2593,andjel,an,el,1279,498,640,False
2603,2603,andjelko,an,ko,1279,2939,3554,False
2639,2639,andrassy,an,sy,1279,14,23,False
2642,2642,andre,an,re,1279,110,1863,False
2654,2654,andrecenko,an,ko,1279,2939,3554,False
2661,2661,andreis,an,is,1279,510,1046,False
2688,2688,andreuci,an,ci,1279,725,876,False
2697,2697,andri,an,ri,1279,360,505,False
2739,2739,andrinko,an,ko,1279,2939,3554,False
2749,2749,andrle,an,le,1279,246,862,False
2755,2755,androci,an,ci,1279,725,876,False
2779,2779,andruza,an,za,1279,622,2533,False
2792,2792,ane,an,ne,1279,176,4240,False
2842,2842,anemari,an,ri,1279,360,505,False
2883,2883,anette,an,te,1279,321,978,False
2890,2890,anga,an,ga,1279,374,864,False
2909,2909,angelis,an,is,1279,510,1046,False
2915,2915,angelus,an,us,1279,440,596,False
2927,2927,angioneurotsko,an,ko,1279,2939,3554,False
2951,2951,angloamericko,an,ko,1279,2939,3554,False
2959,2959,anglosoc,an,oc,1279,81,144,False
2961,2961,angneza,an,za,1279,622,2533,False
2970,2970,angorsko,an,ko,1279,2939,3554,False
3056,3056,anjos,an,os,1279,354,754,False
3059,3059,ankara,an,ra,1279,1040,2786,False
3098,3098,annalisa,an,sa,1279,590,2399,False
3104,3104,anneli,an,li,1279,480,893,False
3106,3106,anneliese,an,se,1279,101,1811,False
3109,3109,annette,an,te,1279,321,978,False
3139,3139,anorgansko,an,ko,1279,2939,3554,False
3152,3152,anselma,an,ma,1279,336,3261,False
3177,3177,antarkticko,an,ko,1279,2939,3554,False
3264,3264,antidrama,an,ma,1279,336,3261,False
3281,3281,antifeministicko,an,ko,1279,2939,3554,False
3449,3449,antisa,an,sa,1279,590,2399,False
3520,3520,antol,an,ol,1279,178,194,False
3555,3555,antoniazzo,an,zo,1279,83,227,False
3610,3610,antropolosko,an,ko,1279,2939,3554,False
3647,3647,anura,an,ra,1279,1040,2786,False
3650,3650,anusa,an,sa,1279,590,2399,False
3660,3660,anzelmo,an,mo,1279,76,1061,False
3668,3668,anzuvinsko,an,ko,1279,2939,3554,False
3669,3669,aorist,ao,st,8,3954,2762,False
3672,3672,aortalan,ao,an,8,7319,1279,False
3677,3677,ap,ap,ap,249,33,249,False
3697,3697,aparatura,ap,ra,249,1040,2786,False
3720,3720,apciha,ap,ha,249,133,1317,False
3778,3778,apo,ap,po,249,44,4664,False
3817,3817,apostol,ap,ol,249,178,194,False
3835,3835,apotekarsko,ap,ko,249,2939,3554,False
3842,3842,apozicijsko,ap,ko,249,2939,3554,False
3845,3845,apple,ap,le,249,246,862,False
3872,3872,apscisa,ap,sa,249,590,2399,False
3894,3894,apsolventsko,ap,ko,249,2939,3554,False
3924,3924,apt,ap,pt,249,15,34,False
3999,3999,arara,ar,ra,624,1040,2786,False
4032,4032,arboretum,ar,um,624,144,201,False
4067,4067,ardizzone,ar,ne,624,176,4240,False
4124,4124,arhanel,ar,el,624,498,640,False
4320,4320,armando,ar,do,624,212,1618,False
4341,4341,armensko,ar,ko,624,2939,3554,False
4364,4364,armus,ar,us,624,440,596,False
4379,4379,arne,ar,ne,624,176,4240,False
4382,4382,arnel,ar,el,624,498,640,False
4430,4430,arpasi,ar,si,624,205,1427,False
4431,4431,arrigo,ar,go,624,138,809,False
4459,4459,arsim,ar,im,624,186,289,False
4488,4488,arterioskleroza,ar,za,624,622,2533,False
4505,4505,artikulacijsko,ar,ko,624,2939,3554,False
4514,4514,artisticko,ar,ko,624,2939,3554,False
4526,4526,artritis,ar,is,624,510,1046,False
4559,4559,asaf,as,af,267,84,96,False
4586,4586,asema,as,ma,267,336,3261,False
4634,4634,asima,as,ma,267,336,3261,False
4656,4656,asipi,as,pi,267,36,890,False
4678,4678,asketsko,as,ko,267,2939,3554,False
4744,4744,asraf,as,af,267,84,96,False
4821,4821,asztalos,as,os,267,354,754,False
4852,4852,atase,at,se,183,101,1811,False
4902,4902,atifa,at,fa,183,80,661,False
4942,4942,atmosfera,at,ra,183,1040,2786,False
5010,5010,audi,au,di,399,238,1097,False
5048,5048,audiozapis,au,is,399,510,1046,False
5103,5103,aur,au,ur,399,170,412,False
5195,5195,autobomba,au,ba,399,316,1853,False
5230,5230,autoguma,au,ma,399,336,3261,False
5384,5384,autostop,au,op,399,86,682,False
5392,5392,autotaksi,au,si,399,205,1427,False
5404,5404,ava,av,va,169,486,951,False
5468,5468,avdulahi,av,hi,169,67,896,False
5474,5474,avdus,av,us,169,440,596,False
5478,5478,ave,av,ve,169,24,964,False
5700,5700,babarci,ba,ci,1853,725,876,False
5706,5706,babel,ba,el,1853,498,640,False
5751,5751,babos,ba,os,1853,354,754,False
5765,5765,babus,ba,us,1853,440,596,False
5788,5788,bacarko,ba,ko,1853,2939,3554,False
5792,5792,bacci,ba,ci,1853,725,876,False
5844,5844,baco,ba,co,1853,128,385,False
5848,5848,bacura,ba,ra,1853,1040,2786,False
5877,5877,baddad,ba,ad,1853,243,279,False
5883,5883,badem,ba,em,1853,119,264,False
5919,5919,badzim,ba,im,1853,186,289,False
5925,5925,baf,ba,af,1853,84,96,False
5928,5928,bafkari,ba,ri,1853,360,505,False
5932,5932,baftiri,ba,ri,1853,360,505,False
5948,5948,bagdache,ba,he,1853,18,809,False
5977,5977,bahci,ba,ci,1853,725,876,False
6017,6017,bahtiri,ba,ri,1853,360,505,False
6029,6029,baim,ba,im,1853,186,289,False
6037,6037,baisa,ba,sa,1853,590,2399,False
6043,6043,bajadera,ba,ra,1853,1040,2786,False
6065,6065,bajci,ba,ci,1853,725,876,False
6067,6067,bajcinovci,ba,ci,1853,725,876,False
6129,6129,bajraktari,ba,ri,1853,360,505,False
6133,6133,bajramali,ba,li,1853,480,893,False
6150,6150,bajro,ba,ro,1853,270,898,False
6154,6154,bajrusi,ba,si,1853,205,1427,False
6233,6233,bakis,ba,is,1853,510,1046,False
6238,6238,bakliza,ba,za,1853,622,2533,False
6247,6247,bakoc,ba,oc,1853,81,144,False
6250,6250,bakos,ba,os,1853,354,754,False
6422,6422,balgavi,ba,vi,1853,53,1400,False
6469,6469,baljko,ba,ko,1853,2939,3554,False
6500,6500,balogh,ba,gh,1853,13,14,False
6536,6536,balticko,ba,ko,1853,2939,3554,False
6602,6602,banci,ba,ci,1853,725,876,False
6628,6628,bandjur,ba,ur,1853,170,412,False
6639,6639,baneli,ba,li,1853,480,893,False
6670,6670,banjad,ba,ad,1853,243,279,False
6685,6685,banjeglava,ba,va,1853,486,951,False
6709,6709,bankole,ba,le,1853,246,862,False
6737,6737,banoza,ba,za,1853,622,2533,False
6838,6838,barbarus,ba,us,1853,440,596,False
6855,6855,barboci,ba,ci,1853,725,876,False
6880,6880,bardh,ba,dh,1853,1,3,False
6882,6882,bardheci,ba,ci,1853,725,876,False
6892,6892,barel,ba,el,1853,498,640,False
6900,6900,baresa,ba,sa,1853,590,2399,False
6984,6984,barlessi,ba,si,1853,205,1427,False
7000,7000,barok,ba,ok,1853,202,371,False
7018,7018,baros,ba,os,1853,354,754,False
7057,7057,bartol,ba,ol,1853,178,194,False
7069,7069,bartolome,ba,me,1853,67,1652,False
7080,7080,bartos,ba,os,1853,354,754,False
7088,7088,bartul,ba,ul,1853,109,285,False
7131,7131,basa,ba,sa,1853,590,2399,False
7166,7166,basescu,ba,cu,1853,14,474,False
7177,7177,basiaco,ba,co,1853,128,385,False
7190,7190,baskarad,ba,ad,1853,243,279,False
7193,7193,baskera,ba,ra,1853,1040,2786,False
7196,7196,baskiera,ba,ra,1853,1040,2786,False
7199,7199,baskim,ba,im,1853,186,289,False
7208,7208,baslieva,ba,va,1853,486,951,False
7224,7224,basri,ba,ri,1853,360,505,False
7225,7225,bassa,ba,sa,1853,590,2399,False
7228,7228,bassanese,ba,se,1853,101,1811,False
7273,7273,bastri,ba,ri,1853,360,505,False
7274,7274,basuga,ba,ga,1853,374,864,False
7294,7294,bataljaku,ba,ku,1853,46,1254,False
7311,7311,batel,ba,el,1853,498,640,False
7312,7312,bateli,ba,li,1853,480,893,False
7324,7324,baticeli,ba,li,1853,480,893,False
7495,7495,bazga,ba,ga,1853,374,864,False
7514,7514,bazilisk,ba,sk,1853,18,1061,False
7525,7525,bazok,ba,ok,1853,202,371,False
7562,7562,beatrisa,be,sa,1635,590,2399,False
7774,7774,begu,be,gu,1635,5,454,False
8102,8102,belos,be,os,1635,354,754,False
8921,8921,beuc,be,uc,1635,75,119,False
8925,8925,beul,be,ul,1635,109,285,False
8928,8928,bevakva,be,va,1635,486,951,False
9296,9296,bidoli,bi,li,911,480,893,False
9346,9346,bihari,bi,ri,911,360,505,False
9358,9358,bijaci,bi,ci,911,725,876,False
9404,9404,bijol,bi,ol,911,178,194,False
9645,9645,biodizel,bi,el,911,498,640,False
9651,9651,bioetanol,bi,ol,911,178,194,False
9724,9724,biomikroskop,bi,op,911,86,682,False
9855,9855,biros,bi,os,911,354,754,False
9877,9877,bisaha,bi,ha,911,133,1317,False
9985,9985,bitici,bi,ci,911,725,876,False
10233,10233,blace,bl,ce,507,619,1235,False
10250,10250,blagajnicko,bl,ko,507,2939,3554,False
10301,10301,blagos,bl,os,507,354,754,False
10336,10336,blagus,bl,us,507,440,596,False
10398,10398,blasizza,bl,za,507,622,2533,False
10404,10404,blasko,bl,ko,507,2939,3554,False
10493,10493,blazko,bl,ko,507,2939,3554,False
10503,10503,blazuc,bl,uc,507,75,119,False
10518,10518,blecha,bl,ha,507,133,1317,False
10551,10551,blerim,bl,im,507,186,289,False
10629,10629,bljakcori,bl,ri,507,360,505,False
10728,10728,blum,bl,um,507,144,201,False
10919,10919,bogadi,bo,di,1295,238,1097,False
11012,11012,bogoljub,bo,ub,1295,52,112,False
11133,11133,bojaieva,bo,va,1295,486,951,False
11219,11219,bokara,bo,ra,1295,1040,2786,False
11449,11449,bondi,bo,di,1295,238,1097,False
11611,11611,borisa,bo,sa,1295,590,2399,False
11937,11937,bozansko,bo,ko,1295,2939,3554,False
14413,14413,byellomessnie,by,ie,8,55,3,False
14418,14418,bytyci,by,ci,8,725,876,False
14500,14500,cad,ca,ad,759,243,279,False
14505,14505,cadenaro,ca,ro,759,270,898,False
14517,14517,cadum,ca,um,759,144,201,False
14591,14591,cajnko,ca,ko,759,2939,3554,False
14604,14604,cakal,ca,al,759,378,742,False
14644,14644,cako,ca,ko,759,2939,3554,False
14662,14662,cakvari,ca,ri,759,360,505,False
14702,14702,calvi,ca,vi,759,53,1400,False
14703,14703,cama,ca,ma,759,336,3261,False
14716,14716,camera,ca,ra,759,1040,2786,False
14756,14756,cancara,ca,ra,759,1040,2786,False
14802,14802,cankoliz,ca,iz,759,76,1157,False
14859,14859,capobianco,ca,co,759,128,385,False
14868,14868,cappelli,ca,li,759,480,893,False
14878,14878,capurso,ca,so,759,110,765,False
14958,14958,carlos,ca,os,759,354,754,False
14982,14982,carol,ca,ol,759,178,194,False
15037,15037,casl,ca,sl,759,32,808,False
15042,15042,casnicko,ca,ko,759,2939,3554,False
15080,15080,catalusa,ca,sa,759,590,2399,False
15114,15114,caus,ca,us,759,440,596,False
15124,15124,cavalli,ca,li,759,480,893,False
15139,15139,cavelis,ca,is,759,510,1046,False
15185,15185,ce,ce,ce,1235,619,1235,False
15188,15188,ceba,ce,ba,1235,316,1853,False
15190,15190,cebara,ce,ra,1235,1040,2786,False
15191,15191,cebe,ce,be,1235,38,1635,False
15197,15197,cebo,ce,bo,1235,50,1295,False
15198,15198,ceboci,ce,ci,1235,725,876,False
15215,15215,cecarko,ce,ko,1235,2939,3554,False
15219,15219,cecco,ce,co,1235,128,385,False
15227,15227,ceci,ce,ci,1235,725,876,False
15235,15235,cecur,ce,ur,1235,170,412,False
15236,15236,cecura,ce,ra,1235,1040,2786,False
15239,15239,cedadsko,ce,ko,1235,2939,3554,False
15243,15243,cede,ce,de,1235,90,1773,False
15250,15250,cedli,ce,li,1235,480,893,False
15254,15254,cedo,ce,do,1235,212,1618,False
15258,15258,cedomira,ce,ra,1235,1040,2786,False
15276,15276,ceduljicin,ce,in,1235,11079,1119,False
15279,15279,cefali,ce,li,1235,480,893,False
15283,15283,cefko,ce,ko,1235,2939,3554,False
15286,15286,cega,ce,ga,1235,374,864,False
15295,15295,cegledi,ce,di,1235,238,1097,False
15296,15296,cegnar,ce,ar,1235,1917,624,False
15302,15302,cegrtusa,ce,sa,1235,590,2399,False
15304,15304,cegur,ce,ur,1235,170,412,False
15309,15309,cehajin,ce,in,1235,11079,1119,False
15318,15318,cehko,ce,ko,1235,2939,3554,False
15321,15321,cehok,ce,ok,1235,202,371,False
15327,15327,cehovljevski,ce,ki,1235,9213,515,False
15328,15328,cehovljevsko,ce,ko,1235,2939,3554,False
15330,15330,cehovsko,ce,ko,1235,2939,3554,False
15338,15338,ceifov,ce,ov,1235,9484,171,False
15359,15359,cekaliste,ce,te,1235,321,978,False
15364,15364,cekelis,ce,is,1235,510,1046,False
15386,15386,cekol,ce,ol,1235,178,194,False
15395,15395,cekus,ce,us,1235,440,596,False
15404,15404,celap,ce,ap,1235,33,249,False
15418,15418,celebi,ce,bi,1235,45,911,False
15432,15432,celega,ce,ga,1235,374,864,False
15438,15438,celenko,ce,ko,1235,2939,3554,False
15442,15442,celer,ce,er,1235,2795,336,False
15444,15444,celeski,ce,ki,1235,9213,515,False
15446,15446,celeste,ce,te,1235,321,978,False
15451,15451,celevski,ce,ki,1235,9213,515,False
15471,15471,celig,ce,ig,1235,78,120,False
15472,15472,celiga,ce,ga,1235,374,864,False
15494,15494,celisticko,ce,ko,1235,2939,3554,False
15497,15497,celjade,ce,de,1235,90,1773,False
15501,15501,celjo,ce,jo,1235,154,339,False
15509,15509,celko,ce,ko,1235,2939,3554,False
15520,15520,celofan,ce,an,1235,7319,1279,False
15523,15523,celofansko,ce,ko,1235,2939,3554,False
15532,15532,celulitis,ce,is,1235,510,1046,False
15541,15541,celuloza,ce,za,1235,622,2533,False
15542,15542,celulozin,ce,in,1235,11079,1119,False
15543,15543,celulozni,ce,ni,1235,2711,490,False
15549,15549,celzijus,ce,us,1235,440,596,False
15552,15552,cemal,ce,al,1235,378,742,False
15565,15565,ceme,ce,me,1235,67,1652,False
15584,15584,cemni,ce,ni,1235,2711,490,False
15591,15591,cemus,ce,us,1235,440,596,False
15598,15598,cencelj,ce,lj,1235,691,448,False
15604,15604,cendo,ce,do,1235,212,1618,False
15609,15609,cene,ce,ne,1235,176,4240,False
15621,15621,cenko,ce,ko,1235,2939,3554,False
15622,15622,cenkovcan,ce,an,1235,7319,1279,False
15634,15634,centelege,ce,ge,1235,24,535,False
15639,15639,centner,ce,er,1235,2795,336,False
15645,15645,centralisticko,ce,ko,1235,2939,3554,False
15648,15648,centralizacijin,ce,in,1235,11079,1119,False
15663,15663,centralnokusitski,ce,ki,1235,9213,515,False
15668,15668,centrifuga,ce,ga,1235,374,864,False
15682,15682,centrosom,ce,om,1235,129,168,False
15693,15693,cenzura,ce,ra,1235,1040,2786,False
15697,15697,cenzus,ce,us,1235,440,596,False
15703,15703,cep,ce,ep,1235,57,184,False
15710,15710,cepel,ce,el,1235,498,640,False
15717,15717,cepelnik,ce,ik,1235,1637,76,False
15730,15730,cepl,ce,pl,1235,24,859,False
15731,15731,ceple,ce,le,1235,246,862,False
15732,15732,cepli,ce,li,1235,480,893,False
15747,15747,cepus,ce,us,1235,440,596,False
15763,15763,cerba,ce,ba,1235,316,1853,False
15783,15783,cereg,ce,eg,1235,78,188,False
15787,15787,cerekalov,ce,ov,1235,9484,171,False
15793,15793,ceremonijal,ce,al,1235,378,742,False
15801,15801,cerenko,ce,ko,1235,2939,3554,False
15804,15804,cerepinko,ce,ko,1235,2939,3554,False
15807,15807,cerfalvi,ce,vi,1235,53,1400,False
15808,15808,cerga,ce,ga,1235,374,864,False
